date,SPY,IWM,QQQ,EFA,EEM,XLF,XLK,XLE,TLT,IEF,LQD,GLD,DBC,USO,VNQ,UUP,HYG,MTUM
2008-08-29,0.0,0.0,0.05265554384545696,0.02959307378361683,0.29141653826106073,0.0,0.06375354567147502,0.2754723869934439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-05,0.015223963574633311,0.0,0.055223025231519715,0.042096162345728654,0.28975419417458165,0.0,0.059423257660532754,0.2585621369869931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-12,0.0,0.0,0.06345199283759725,0.04722996883073953,0.2799611584625898,0.0,0.04814041222633615,0.2429966727610475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-19,0.015543209619409889,0.0,0.07191546429890606,0.0530673056750964,0.28455848149357454,0.0,0.05339486163317344,0.23044562884493738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-26,0.01460962103721911,0.0,0.07117296337773045,0.0538965825950197,0.2843677187290236,0.0,0.05022445276758142,0.226481381887995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-03,0.01699850753543742,0.02243007504292558,0.07616606786453,0.057815274977394374,0.2802878408279761,0.0,0.0487664063765069,0.19618335791858527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-10,0.01732666649711298,0.0206075518474372,0.06773018899551768,0.046136283212371614,0.24450154267675056,0.0,0.046606654944619796,0.162032595800708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-17,0.0,0.017059262735419394,0.05949990729295677,0.03797710748724035,0.19743715090397665,0.0,0.038430965050939396,0.126389089727966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-24,0.0,0.012603427837096648,0.0551110344654842,0.03896387465650488,0.19636143314098722,0.0,0.03686934877079231,0.13868529495465554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-31,0.0,0.0,0.05434096311003396,0.025349566188918427,0.18958691746554307,0.0,0.032728989252476054,0.14503320415830623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-07,0.0,0.0,0.056832891906783874,0.009506379855302791,0.16090226309710676,0.0,0.04083297512930095,0.11457648571575858,0.011077981452094753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-14,0.0,0.0,0.04457013263107873,0.01780932305602333,0.15659652877542915,0.0,0.02670542348807267,0.1283228407289671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-21,0.0,0.0,0.05194832111140069,0.012728499425809767,0.1526130056733057,0.0,0.022601321387117956,0.130152989443499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-28,0.0,0.0,0.03299447899795579,0.012710444495667661,0.1481100835515214,0.0,0.0193832661839335,0.1481100835515214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-05,0.0,0.0,0.0336378118490927,0.008557554244898373,0.14312908857027448,0.0,0.02004807853910713,0.14312908857027448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-12,0.0,0.0,0.03664560882386036,0.0,0.14447033444306506,0.0,0.01983366198590911,0.14447033444306506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-19,0.0,0.0,0.03109736764043679,0.0,0.14508599160045335,0.0,0.015825288487367896,0.14508599160045335,0.010077531307068423,0.012613278139578984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-12-26,0.0,0.0,0.015116577611536265,0.0,0.15549687244340168,0.0,0.0,0.15549687244340168,0.019966691194613882,0.038152874533267565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-02,0.0,0.0,0.0,0.0,0.16414865345690577,0.0,0.0,0.15782368886310072,0.03752228022281594,0.05018336334029152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-09,0.0,0.0,0.0,0.0,0.15734685929615874,0.0,0.0,0.15734685929615874,0.03471501939100568,0.04354106848245306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-16,0.0,0.0,0.0,0.0,0.1507207364888284,0.0,0.0,0.16861400330655943,0.04209892887893158,0.05878555454162629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-23,0.0,0.0,0.0,0.0,0.1580124887628029,0.0,0.0,0.1580124887628029,0.033673108606429615,0.04390820893228363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-30,0.0,0.0,0.0,0.0,0.15891503370883586,0.0,0.0,0.15891503370883586,0.03788337260016593,0.04030818982499772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-06,0.0,0.0,0.0,0.0,0.1594654631636444,0.0,0.0,0.1594654631636444,0.04436446117712665,0.033451281799626476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-13,0.0,0.0,0.0,0.0,0.13283431899108963,0.0,0.0,0.18970550191243662,0.0976688109135971,0.05192314139959755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-20,0.0,0.0,0.0,0.0,0.14932082089328946,0.0,0.0,0.16901402161911755,0.0655817471352073,0.03751546855578251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-27,0.0,0.0,0.0,0.0,0.14938278262893293,0.0,0.0,0.1621613994098003,0.04963970439742479,0.03999579153556087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-06,0.0,0.0,0.0,0.0,0.15185883245840212,0.0,0.0,0.15957311453227044,0.04687174210859708,0.03717218286103498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-13,0.0,0.0,0.0,0.0,0.15521898300371462,0.0,0.0,0.15521898300371462,0.05237904523725551,0.016627437971584537,0.00860300829301728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-20,0.0,0.0,0.0,0.0,0.14792922904608105,0.0,0.0,0.15615712342552085,0.03610449643775248,0.03518988697505051,0.009950347245239986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-27,0.0,0.0,0.0,0.0,0.12301273806625772,0.0,0.0,0.16852747239702753,0.018127634937723555,0.012971300010701623,0.0,0.08236711348283865,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-03,0.0,0.0,0.0,0.011681134501212827,0.09362334757577412,0.0,0.0,0.1808671126147242,0.034223176836115046,0.027406918016001265,0.0,0.13339939803697548,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-10,0.0,0.0,0.0,0.027650414250828925,0.06993374607728274,0.0,0.021687643018395746,0.1839828063744783,0.02698387164268231,0.016124710454068717,0.0,0.11352992115051161,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-17,0.0,0.0,0.0,0.01154472800876457,0.050059547319785985,0.0,0.03879593055535492,0.20662150241845825,0.05482240342117993,0.018543487373392384,0.0,0.13616615694920958,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-24,0.0,0.0,0.0,0.01586721386850507,0.0,0.0,0.0,0.23688301170783882,0.05831366893105085,0.038644545318373004,0.0,0.23688301170783882,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24440929350423254,0.07546956880381696,0.03228074771546369,0.0,0.24440929350423254,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.05209974509276276,0.22695178498138444,0.03555845461837695,0.025817692779552467,0.0,0.22695178498138444,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.04600382141988563,0.22715765947297625,0.0506651686941945,0.016909839622408045,0.0,0.22715765947297625,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.06023732431198847,0.21980052681767703,0.022852676175469374,0.026810262921380622,0.0,0.21980052681767703,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24332276241466813,0.08623911203910108,0.031039784053929886,0.0,0.24332276241466813,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.020531948401967145,0.23444375839454107,0.0850592396471205,0.0,0.0,0.23444375839454107,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24118038394182367,0.09023186986802297,0.03035832210288881,0.0,0.24118038394182367,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.045521635140225926,0.2245514753001248,0.051701371887166864,0.014911391213096564,0.0,0.2245514753001248,0.0,0.0,0.0,0.0,0.0,0.0
2009-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.03190182579815375,0.22917248506187848,0.058284992513664674,0.018620578779894655,0.0,0.22917248506187848,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.08684057855416215,0.21686165184518047,0.046999287537366874,0.0,0.0,0.18086507521588518,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-10,0.0,0.0,0.0,0.0,0.026987161803790505,0.0,0.10391931210825373,0.19791275907655648,0.043434806545980205,0.013223548246337896,0.0,0.10748927739464055,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-17,0.0,0.0,0.0,0.0,0.013095025006970027,0.0,0.0860144996530674,0.22122589110032312,0.07574239278578389,0.025713076856242592,0.0,0.13115796927174803,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.06072550651419405,0.2422177947015679,0.10610475378254128,0.04214089220891141,0.0,0.1543555395467051,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-31,0.0,0.0,0.0,0.0,0.12251215023431607,0.0,0.0,0.1773353695474442,0.09385725250825816,0.0445728367863207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-07,0.0,0.0,0.0,0.0,0.05585038697661092,0.0,0.04421784183890381,0.2287417816098161,0.18355600609671513,0.05948843750249415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-14,0.0,0.0,0.0,0.0,0.09686281544740827,0.0,0.028964829153909966,0.18906092306433825,0.10817847233190568,0.049585267663283396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-21,0.0,0.0,0.0,0.0,0.11183806428651226,0.0,0.018702809917815824,0.17933470430971782,0.10471192453791278,0.03374925772233582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-28,0.0,0.0,0.0,0.0,0.06653698699425707,0.0,0.015835653938319674,0.23673994316025315,0.2202862931874633,0.0524509806203397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-04,0.0,0.0,0.0,0.0,0.07259894994096108,0.0,0.018794756469172152,0.2259333941897679,0.16269880986022275,0.052090276282692555,0.0,0.0284175665115154,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-11,0.0,0.0,0.0,0.0,0.07216206507245429,0.0,0.0,0.23779499144906666,0.18569618256111706,0.051638932031392915,0.0,0.037425763147819965,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-18,0.0,0.0,0.0,0.0,0.058838514603653316,0.0,0.0,0.2519409129208101,0.22587133927094727,0.04970260209281447,0.0,0.03505539542021738,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-25,0.0,0.0,0.0,0.01869917802981609,0.06257099409004332,0.0,0.0,0.2368926141826402,0.21300317707022734,0.055988258940305576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-02,0.0,0.0,0.013394957623587268,0.02362544856808082,0.05554445271836716,0.0,0.0,0.24161816357167626,0.19003425159032675,0.06096282756729928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-09,0.0,0.0,0.028735344452680566,0.02067941011637705,0.07519142930674992,0.0,0.0,0.18230453035535507,0.4054929066440794,0.08341723025973036,0.0,0.20417914886502764,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-16,0.0,0.0,0.02114048919456329,0.0,0.060884563835844153,0.0,0.0,0.27742741016547057,0.4056574194059243,0.0823876997235979,0.0,0.15250241767459993,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-23,0.0,0.0,0.028402529539919473,0.0,0.11550026142020715,0.0,0.0,0.2209359815722604,0.4121555108126759,0.22300571665493718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-30,0.0,0.04161641565380173,0.0,0.0,0.16140311759591047,0.0,0.0,0.22723071034332495,0.08308362913653614,0.01946077482539377,0.0,0.02492262469181149,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-06,0.0,0.15026552098369914,0.0,0.0,0.14596414391934062,0.0,0.0,0.1268462711291624,0.09895630990818877,0.02684148208230633,0.0,0.11507660046399867,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-13,0.0,0.028050225307205127,0.020116204149075816,0.0,0.2313250423730553,0.0,0.0,0.1611260357315101,0.3000755661576193,0.021328780103667854,0.0,0.13429353460519006,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-20,0.0,0.013917661247928767,0.025074090029807324,0.029042403184115773,0.17854856552894413,0.0,0.0,0.21334253253446803,0.14065098503937282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-27,0.0,0.037046824964993307,0.0,0.0,0.19284435152030666,0.0,0.012491569969154851,0.23283107888927138,0.08928381663697511,0.01174977043973497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-04,0.0,0.02153861650640186,0.0,0.0,0.23654892872905792,0.0,0.0,0.2314426116051393,0.1986197186492507,0.034973485285256525,0.0,0.027314436489310055,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-11,0.0,0.018214265833177545,0.0,0.0,0.20025074484268432,0.0,0.0,0.286209202739961,0.12042975346478056,0.03352566472967148,0.0,0.050550767202472244,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-18,0.0,0.0,0.0,0.0,0.3167234573128725,0.0,0.0,0.19181023276756476,0.18128795623981067,0.06435631879231579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-25,0.0,0.0,0.03249938420943361,0.0,0.4050619615798593,0.0,0.03408657555155126,0.0,0.40446193825759447,0.12389014040156145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,0.0,0.27872120787331667,0.0,0.0,0.25066152703889827,0.1475388697180059,0.05080701135548708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-08,0.0,0.0,0.0,0.0,0.21954125023843393,0.0,0.0,0.2795369161893594,0.21600561633782908,0.06919974047380764,0.0,0.21571647676056993,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-15,0.0,0.0,0.018629788297696206,0.0,0.256789710857954,0.0,0.0,0.2721481345435332,0.13581210015209752,0.07369270914613046,0.0,0.10818450603948629,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-22,0.0,0.0,0.022361022894938628,0.022907336534551914,0.2502360184734762,0.0,0.04090001590025091,0.21540222131323475,0.03473542939947894,0.03856833726057605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-29,0.0,0.0,0.025917777311460347,0.031149348115039905,0.22209117573543583,0.0,0.02664179342091773,0.22209117573543583,0.015875477577690873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-05,0.0,0.0,0.026008643817505974,0.021292928686209578,0.2239984764284709,0.0,0.044101018424924913,0.2239984764284709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-12,0.0,0.0,0.0,0.02693106808349235,0.24459844413293153,0.0,0.0257843425855836,0.24459844413293153,0.03340377841379485,0.020047525111976938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-19,0.0,0.0,0.05246197594285485,0.02164031379971256,0.31953591868774156,0.0,0.0,0.22282621461701801,0.1273174956722365,0.053577774676677126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-26,0.0,0.0,0.047576853383014504,0.0217329288845086,0.2802197042201965,0.0,0.05985059038209583,0.21393616457161246,0.05774840307762307,0.019484616031440003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-05,0.0,0.0,0.04369546371445776,0.0,0.2290292917837011,0.0,0.06185323509751825,0.2960122332992773,0.07640465102416423,0.026400654855763414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-12,0.0,0.0,0.04850356340073732,0.0,0.18163618327072267,0.0,0.13178030772986793,0.32618059338928396,0.0758639791450704,0.035172877331805394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-19,0.0,0.0,0.072424151563353,0.0,0.2369743602268673,0.0,0.06807873097840482,0.2750822729106183,0.02214366002732935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-26,0.0,0.0,0.05847429335814362,0.0,0.23394791624450764,0.0,0.07550336816658956,0.3094835074628663,0.06822918186230949,0.02061789038675155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-02,0.0,0.0,0.04698522600492387,0.0,0.2607971226871295,0.0,0.03854862841978706,0.3331111013345689,0.1192629532047188,0.034072721685294106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-09,0.0,0.0,0.05336601829406363,0.0,0.25205273861222244,0.0,0.04560152907763486,0.3171444181919415,0.08571252778691184,0.02671475104546259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-16,0.0,0.0,0.020847224274857322,0.0,0.3023517734132915,0.0,0.01575973119809604,0.3023517734132915,0.0959525990755317,0.018616332158160595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-23,0.0,0.0,0.023912685780296282,0.0,0.2702536754279364,0.0,0.025299944520202067,0.2852755817799241,0.03287902248680784,0.0,0.0,0.05594225590516166,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-30,0.0,0.0,0.013879684217849906,0.09447785831745788,0.25391093989913044,0.0,0.0,0.25391093989913044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-07,0.0,0.0,0.0658245187359395,0.0,0.27363258529767054,0.0,0.05769689935893986,0.2694914292553609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-14,0.0,0.02274652900666143,0.06460251446050855,0.0,0.26298785341803144,0.0,0.0772821642961427,0.22188823732808038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-21,0.0,0.0,0.07555025782469364,0.0,0.25884912467388177,0.0,0.04401387019980325,0.25884912467388177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-05-28,0.0,0.0,0.05676248598218833,0.0,0.26188883982440503,0.0,0.048658668854028156,0.26188883982440503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-04,0.0,0.02089873152498501,0.05004694034925538,0.0,0.264785306449848,0.0,0.0865272572781576,0.22116660639864663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-11,0.0,0.027308101898717012,0.06191420274571457,0.0,0.2737506165243057,0.0,0.10608385473640047,0.181696857197707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
