,Schrodinger
2025-08-15,152238.82574440478
2025-08-22,153747.1503037014
2025-08-29,154702.75859766023
2025-09-05,156880.9904158886
2025-09-12,159789.39841200376
2025-09-19,160542.46850523876
2025-09-26,161851.89215494602
2025-10-03,161830.94930941655
2025-10-10,160170.23149294412
2025-10-17,162668.7704016645
2025-10-24,164704.05524773969
2025-10-31,163155.63310437737
2025-11-07,162618.81787131354
2025-11-14,162103.61348984457
2025-11-21,158707.47913527832
2025-11-28,163543.55546501317
2025-12-05,163941.3304605187
2025-12-12,162541.45252139503
2025-12-19,162618.60133366156
2025-12-26,164429.89609957158
2026-01-02,163129.9941846462
2026-01-09,165630.91011085673
2026-01-16,165968.82029596277
2026-01-23,165920.0465820791
2026-01-30,166025.91338462298
2026-02-06,165019.7287374546
2026-02-13,164374.24104415323
2026-02-20,165602.57348369033
2026-02-27,165589.9309873126
2026-03-06,161898.4580969884
2026-03-13,161221.76953423378
2026-03-20,158061.10496692377
2026-03-27,158378.1059953995
